id,id_lect,description,topic,subtopic,question,level,answer1,answer2,answer3,answer4,file_name,file_ext,date,validate,validate_date,validate_by,newlevel,algorithmlevel,checked
1181,1666,"",5,44,Evaluate $\displaystyle \int_{0}^{\dfrac{\pi}{4}} \tan{(x)} \: dx$,Basic,$\dfrac{\ln(2)}{2}$,$\ln(4)$,$-\ln(4)$,$1$,,,2020-10-10 03:29:19+00,1,2020-10-21 07:52:19+00,38,1,1,1
1182,1666,"",5,44,Evaluate $\displaystyle \int_{0}^{\pi/4} \sec{(x)} \left(2\tan{(x)}-5\sec{(x)}\right) \: dx$,Basic,$2\sqrt{2}-7$,$4\sqrt{2}+11$, $4\sqrt{2}$,$2\sqrt{2}$,,,2020-10-10 03:31:12+00,1,2020-10-13 10:52:25+00,38,2,1,1
1183,1666,"",5,44,Evaluate $\displaystyle \int_{\sqrt{3}}^{2} \dfrac{\sqrt{4-x^2}}{x} \: dx$,Advanced,$\ln{(3)}-1$,$2\ln{(3)}+2$,$2\ln{(3)}-2$,$2\ln{(3)}$,,,2020-10-10 03:32:14+00,1,2020-10-13 10:52:34+00,38,5,3,1
1184,1666,"",5,44,Evaluate $\displaystyle \int_{0}^{1} \dfrac{1}{(x^2+1)^2} \: dx$,Advanced,$\dfrac{\pi+2}{8}$,$\dfrac{2\pi+1}{2}$,$\dfrac{\pi-1}{2}$,$2\pi+1$,,,2020-10-10 03:33:03+00,1,2020-10-13 10:52:42+00,38,4,3,1
1185,1666,"",5,44,Evaluate $\displaystyle \int_{2}^{4} \dfrac{\sqrt{4x^2-16}}{x} \: dx$,Advanced,$4\sqrt{3}-\dfrac{4\pi}{3}$, $2\sqrt{3}+\dfrac{2\pi}{3}$   ,$-\dfrac{2\pi}{3}$,$3\sqrt{3}-\dfrac{\pi}{2}$,,,2020-10-10 03:34:21+00,1,2020-10-13 10:52:49+00,38,5,3,1
1186,1666,"",5,44,Evaluate $\displaystyle \int_{0}^{1} \dfrac{x-2}{(x+1)(x+2)} \: dx$,Basic,$4\ln\left(3\right)-7\ln\left(2\right)$,$\ln\left(2\right)+2\ln\left(3\right)$,$\ln(2)+\ln(3)$,$7\ln(2)-2\ln(4)$,,,2020-10-10 03:35:16+00,1,2020-10-13 10:52:57+00,38,2,4,1
1187,1666,"",5,44,Evaluate $\displaystyle \int_{0}^{1} \frac{x-4}{x^2-5x+6} \: dx$,Basic,$\ln{\left(\dfrac{3}{8}\right)}$,$\ln{\left(\dfrac{1}{3}\right)}$,$\ln{(3)}$,$\ln{\left(\dfrac{1}{4}\right)}$,,,2020-10-10 03:38:21+00,1,2020-10-13 10:53:10+00,38,3,2,1
1188,1666,"",5,44,Evaluate $\displaystyle \int_{1}^{2} \dfrac{x^2-1}{x\left(x^2+1\right)} \: dx$,Basic,$\ln{\left(\dfrac{5}{4}\right)}$,$\ln{\left(\dfrac{1}{2}\right)}$,$\ln{(3)}$,$-\ln{\left(\dfrac{1}{4}\right)}$,,,2020-10-10 03:40:33+00,1,2020-10-13 10:53:17+00,38,4,3,1
1189,1666,"",5,44,Evaluate $\displaystyle \int_{0}^{2} \dfrac{x^2-x}{x^2+x+1} \: dx$,Basic,$2-\ln{(7)}$,$1-\ln{(3)}$,$2\ln{(3)}$,$-\ln{\left(\dfrac{1}{4}\right)}$,,,2020-10-10 03:42:25+00,1,2020-10-13 10:53:24+00,38,3,2,1
1190,1666,"",5,44,Evaluate $\displaystyle \int_{-2}^{1} \dfrac{4-x^2}{x-2} \: dx$,Basic,$-\dfrac{9}{2}$,$\dfrac{8}{3}$,$-\dfrac{7}{4}$,$\dfrac{7}{2}$,,,2020-10-10 03:43:37+00,1,2020-10-13 10:53:40+00,38,2,4,1
1191,1666,"",5,44,"Compute the area of the region enclosed by the graphs of the equations: $\displaystyle y = x, y=2x $ and $x=5$.",Basic,$\dfrac{25}{2}$ square units,$10$ square units, $3$ square units,$\dfrac{11}{2}$ square units,,,2020-10-10 03:44:49+00,1,2020-10-13 10:53:52+00,38,3,2,1
1192,1666,"",5,44,Find the area in the first quadrant bounded by $\displaystyle f(x) = 4x-x^2 $ and the x-axis.,Basic,$\dfrac{32}{3}$ square units,$\dfrac{15}{2}$ square units,$\dfrac{20}{3}$ square units,$\dfrac{10}{3}$ square units,,,2020-10-10 03:45:35+00,1,2020-10-13 10:54:02+00,38,3,2,1
1193,1666,"",5,44,"Find the area bounded by the following curves: $\displaystyle y = x^2 - 4, y=0, x=5$.",Basic, $27$ square units,$15$ square units,$5$ square units,$17$ square units,,,2020-10-10 03:46:22+00,1,2020-10-13 10:54:12+00,38,3,2,1
1194,1666,"",5,44,Find the area of region $R$.,Basic,$\dfrac{5}{6}$ square units,$\dfrac{3}{7}$ square units,$\dfrac{9}{5}$ square units,$\dfrac{5}{3}$ square units,31.PNG,PNG,2020-10-10 03:47:49+00,1,2020-10-13 10:54:33+00,38,3,2,1
1285,2943,"",5,45,"Evaluate $\displaystyle\iiint\limits_E (x^2+y^2)z\,dV$ where E is bounded by $x^2+y^2\leq\,1$ and $x^2+y^2+z^2\leq\,4$",Advanced,$0$,$1$,$-1$,$\pi$,,,2022-07-29 02:42:36+00,1,2022-08-07 04:03:22+00,38,3,1,1
1195,1666,"",5,44,"Find the area bounded by the following curves: $\displaystyle y = \frac{8}{x}, y=2x, x=4$, and considering $x\geq0$ and $y\geq0$.",Basic,$12-8\ln{(2)}$ square units,$3+2\ln{(2)}$ square units, $5-4\ln{(4)}$ square units,$-2\ln{(2)}$ square units,,,2020-10-10 03:49:01+00,1,2020-10-13 10:54:42+00,38,3,2,1
1196,1666,"",5,44,Find the area between $\displaystyle x = y+3 $ and $\displaystyle x = y^2 $ and $\displaystyle y = -1$ to $\displaystyle y = 2$.,Advanced,$\dfrac{15}{2}$ square units, $30$ square units,$\dfrac{17}{3}$ square units,$\dfrac{105}{2}$ square units,,,2020-10-10 03:49:56+00,1,2020-10-13 10:54:53+00,38,3,2,1
1197,1666,"",5,44," Find the area between the curve $\displaystyle y = x^2-1 $ and $x-$ axis where $\displaystyle x \in [0,2]$.",Basic,$2$ square units, $5$ square units,$\dfrac{11}{2} $ square units,$7$ square units,,,2020-10-10 03:51:05+00,1,2020-10-13 10:55:08+00,38,3,2,1
1198,1666,"",5,44,Find the area bounded by the curve $\displaystyle y = x^3$ and $\displaystyle y = x^2 $.,Basic,$\dfrac{1}{12}$ square units,$6$ square units,$\dfrac{2}{9}$ square units,$9$ square units,,,2020-10-10 03:51:59+00,1,2020-10-13 10:55:18+00,38,3,4,1
1199,1666,"",5,44,"Find the area of the region between the graphs of the functions $\displaystyle f(x) = \sin{(x)}$ and $\displaystyle f(x) = \cos{(x)}$ over the interval $\displaystyle [0,\pi] $.",Advanced, $2\sqrt{2}$ square units,$5\sqrt{3}$ square units,$3\sqrt{5}$ square units,$5\sqrt{5}$ square units,,,2020-10-10 03:52:48+00,1,2020-10-13 10:55:30+00,38,2,4,1
1200,1666,"",5,44,Find the area enclosed between the parabolas $\displaystyle y = x^2-4x+2$ and $ y=2-x^2 $.,Basic,$\dfrac{8}{3}$ square units,$\dfrac{5}{2}$ square units,$\dfrac{10}{7}$ square units,$5$ square units,,,2020-10-10 03:54:23+00,1,2020-10-13 10:55:39+00,38,3,2,1
1201,1666,"",5,44,"Define R as the region bounded above by the graph of $ f(x) = x^2 $ and below by the $x$-axis over the interval $[0,2]$. Find the volume of the solid of revolution formed by revolving R around the $x$-axis.",Basic,$\dfrac{32\pi}{5}$ cubic units,$\dfrac{16\pi}{3}$ cubic units,$8\pi$ cubic units,$\dfrac{27\pi}{2}$ cubic units,,,2020-10-10 03:55:32+00,1,2020-10-13 10:56:01+00,38,2,4,1
1202,1666,"",5,44,"Find the volume of the revolution solid (obtained from the rotation of the region $R$ around the $x$-axis). $R$ is bounded by:
$
   \displaystyle y \geq \dfrac{x^2}{4} ;\qquad x \geq 0 ;\qquad y \leq 4$",Basic,$\dfrac{256\pi}{5}$ cubic units,$\dfrac{105\pi}{2}$ cubic units,$\dfrac{130\pi}{7}$ cubic units,$\dfrac{27\pi}{2}$ cubic units,,,2020-10-10 03:56:51+00,1,2020-10-13 10:56:26+00,38,3,2,1
1203,1666,"",5,44,"Define R as the region bounded above by the graph of $ x =\sqrt{4-y} $  and the $y$-axis over the $y$-axis interval $[1,4]$. Find the volume of the solid of revolution formed by revolving R around the $y$-axis.",Basic,$\dfrac{9\pi}{2}$ cubic units, $\dfrac{16\pi}{3}$ cubic units,$8\pi$ cubic units,$\dfrac{27\pi}{2}$ cubic units,,,2020-10-10 03:57:52+00,1,2020-10-13 10:56:54+00,38,4,3,1
1204,1666,"",5,44,"Find the volume of the revolution solid (obtained from the rotation of the region $R$ around the $x$-axis). $R$ is given by:
   $\displaystyle y \leq 2-\frac{x}{2} ;\quad y \geq 0 ;\quad 1 \leq x \leq 2$",Basic,$\dfrac{19\pi}{12}$ cubic units,$\dfrac{10\pi}{3}$ cubic units,$\dfrac{3\pi}{7}$ cubic units,$\dfrac{7\pi}{2}$ cubic units,,,2020-10-10 03:58:31+00,1,2020-10-13 10:57:37+00,38,4,4,1
1205,1666,"",5,44,"Find the volume of the revolution solid (obtained from the rotation of the region $R$ around the $y$-axis). $R$ is bounded by the curves:
$ \displaystyle y =x^2 ;\quad x=y^2 $",Basic,$\dfrac{3\pi}{10}$ cubic units,$\dfrac{\pi}{6}$ cubic units,$\dfrac{13\pi}{7}$ cubic units, $\dfrac{2\pi}{9}$ cubic units,,,2020-10-10 03:59:19+00,1,2020-10-13 10:58:32+00,38,4,3,1
1206,1666,"",5,44,"Find the volume of a solid of revolution formed by revolving the region bounded above by $f(x) = 5-x $ and below by the $x$-axis over the interval $[0,3]$ around the line y = -3.",Advanced,$102\pi$ cubic units,$53\pi$ cubic units,$156\pi$ cubic units,$25\pi$ cubic units,,,2020-10-10 04:00:05+00,1,2020-10-21 07:52:41+00,38,5,3,1
1207,1666,"",5,44,"Determine the volume of the solid generated by the region between $\displaystyle y = x^2 $ and $\displaystyle y = 4x $, revolved about the y-axis. ",Basic,$\dfrac{128\pi}{3}$ cubic units,$\dfrac{100\pi}{7}$ cubic units,$\dfrac{75\pi}{4}$ cubic units,$55\pi$ cubic units,,,2020-10-10 04:01:09+00,1,2020-10-21 07:52:54+00,38,4,3,1
1208,37,"",12,13,"Classify the critical points of $f(x,y)=x^3-3xy+y^3$.",Basic,"$(1,1)$ is a minimum and $(0,0)$ is a saddle point.","$(1,1)$ is a saddle point and $(0,0)$ is a minimum.","$(1,1)$ and $(-1,-1)$ are a saddle points and $(0,0)$ is a minimum.","$(1,1)$ and $(-1,-1)$ are minima and $(0,0)$ is a saddle point.",,,2020-11-14 14:08:20+00,1,2020-11-14 14:08:41+00,37,2,2,1
1209,37,"",12,13,"Classify the critical points of $f(x,y)=xy+1$ subject to $x^2+y^2-1$.",Advanced,"$\Big(\dfrac{1}{\sqrt{2}},\dfrac{1}{\sqrt{2}}\Big)$ and $\Big(-\dfrac{1}{\sqrt{2}},-\dfrac{1}{\sqrt{2}}\Big)$ are maxima.","$\Big(\dfrac{1}{\sqrt{2}},\dfrac{1}{\sqrt{2}}\Big)$ and $\Big(-\dfrac{1}{\sqrt{2}},-\dfrac{1}{\sqrt{2}}\Big)$ are minima.","$\Big(-\dfrac{1}{\sqrt{2}},\dfrac{1}{\sqrt{2}}\Big)$ and $\Big(\dfrac{1}{\sqrt{2}},-\dfrac{1}{\sqrt{2}}\Big)$ are maxima.","$\Big(\dfrac{1}{\sqrt{2}},\dfrac{1}{\sqrt{2}}\Big)$ and $\Big(-\dfrac{1}{\sqrt{2}},-\dfrac{1}{\sqrt{2}}\Big)$ are saddle points.",,,2020-11-14 14:30:29+00,1,2020-11-14 14:33:15+00,37,3,1,1
1211,37,"",12,13,"Find the minimum of the function $f:D \to \mathbb{R}$ where $D=\{(x,y,z) \in \mathbb{R}^3: x+y+z>0\}$ of $f(x,y,z)=x+y^2+3z^3-\ln(x+y+z)$.",Advanced,"$\Big(\dfrac{1}{6},\dfrac{1}{2},\dfrac{1}{3}\Big)$.","$\Big(\dfrac{5}{6},\dfrac{1}{2},-\dfrac{1}{3}\Big)$.","$\Big(-\dfrac{5}{6},\dfrac{1}{2},-\dfrac{1}{3}\Big)$.","$\Big(\dfrac{1}{6},\dfrac{1}{2},-\dfrac{1}{3}\Big)$.",,,2020-11-14 15:09:56+00,1,2020-11-14 15:10:03+00,37,5,5,1
1212,37,"",14,,"Identify the outliers in the following data $\{-1,5,8,8,9,10,12,25\}$.",Basic,$-1$ and $25$ are outliers.,There aren´t outliers.,"$-1$, $5$ and $25$ are outliers.",$25$ is the only outlier.,,,2020-11-15 15:21:25+00,1,2020-11-15 15:21:41+00,37,3,2,1
1213,1545,"",26,,"Consider the following data:

$$ \begin{array}{|l|c|c|c|c|c|c|}
\hline
x & 0 & 4 & 8 & 12 & 16 & 20 \\ 
\hline
f(x) & 30 & 20 & 10 & 20 & 15 & 8 \\
\hline
\end{array}$$

Calculate, in the sense of minimum least squares method, the polynomial of degree $1$ that fits the data.",Basic,$-0.82x+25.38$.,$17.17+0.39(x-10)$.,$46.67+0.14(x-10)$.,$-0.14x+46.15$.,,,2020-11-16 07:52:20+00,1,2020-12-20 07:48:32+00,37,5,4,1
1214,1545,"",26,,"Consider the following table:

$$\begin{array}{|l|c|c|c|c|c|c|}
\hline
x & 0 & 4 & 8 & 12 & 16 & 20 \\
\hline
f(x) & 30 & 20 & 10 & 20 & 15 & 8 \\
\hline
\end{array}$$

Approach the model $M (x; c_1, c_2) = c_1 x + 3c_2$ which best fits the data in the table in the sense of least squares method.",Basic,$-0.82x + 3 \times 8.46$.,$8.46x + 3 \times (-0.81)$.,$800x + 3\times309$.,None of the other answers.,,,2020-11-16 08:22:36+00,1,2020-12-20 07:56:40+00,37,5,4,1
1215,1545,"",26,,"Consider a function $f:\mathbb{R}→\mathbb{R}$ for which the only values known are

$$\begin{array}{|c|r|r|r|r|}
\hline
x & -2 & -1 & 0 & 1 \\
\hline
f(x) & 1 &	2 & 5 & A \\
\hline
\end{array}$$

Knowing that the values of $f$ belong to a polynomial of degree $2$, determine the value of $A$.",Basic,$A = 10$.,$A = 11$.,$A = -9$.,$A= -11$.,,,2020-11-16 08:34:38+00,1,2020-12-20 07:53:20+00,37,3,2,1
1216,1545,"",26,,"Consider the following table of divided differences:

$$\begin{array}{|l|c|c|c|c|c|c|}
\hline
\text{$x_i$} & \text{$f_i$} \\
\hline
-1.5 & -3.75 & & & & &  \\
& & -2.50 & & &  \\
-1.0 & -5.00 & & 3.00 & &  \\
 & & 3.50 & & -4.00 &  \\
0.5 & 0.25 & & A &  & 4.00 &  \\
 & & -10.50 &  & 8.00 & & -0.13 \\
1.0 & -5.00 &  & 13.00 & & B \\
 & & 2.5 & & 18.67 &  \\
1.5 & -3.75 & & 41.00 & &  \\
 & & 43.50 & & &  \\
2.0 & 18.00 & & & &  \\
\hline
\end{array}$$

Complete the table by calculating $A$ and $B$.",Basic,"$A = -7.0, and B= 3.6$.","$A = 3.6, and B = -7.0$.","$A = -7.0, and B= 10.0$.","$A = 3.0, and B = 3.6$.",,,2020-11-18 11:36:07+00,1,2020-12-20 07:57:05+00,37,1,1,1
1218,2162,"",4,4,"Find the partial differentiation of the function $f(x,y)=x^2y+\sin(y)$.",Basic,"$\dfrac{\partial f}{\partial x} \big( x,y \big)=2x y, \dfrac{\partial f}{\partial y} \big( x,y \big)=x^2+\cos(y)$","$\dfrac{\partial f}{\partial x} \big( x,y \big)=2x y, \dfrac{\partial f}{\partial y} \big( x,y \big)=x^2+ \sin(y)$","$\dfrac{\partial f}{\partial x} \big( x,y \big)=2x^2y,\dfrac{\partial f}{\partial y} \big( x,y \big)=x^2+\cos(y)$","$\dfrac{\partial f}{\partial x} \big( x,y \big)=2xy, \dfrac{\partial f}{\partial y} \big( x,y \big)=x^2-\cos(y)$",,,2021-03-18 15:32:25+00,1,2021-03-26 04:04:55+00,37,2,5,1
1220,2162,"",4,3,Find the derivative function of $y(x)=\tan(\sin(x^3))$.,Basic,$\dfrac{d y}{d x} =\sec^2(\sin(x^3)) \cos(x^3) 3x^2 $,$\dfrac{d y}{d x} =\sec^2(\sin(x^2) \cos(x^3)) 3x^2 $, $\dfrac{d y}{d x} =\sec^2(\sin(x^3) \cos(x^3)) $,$\dfrac{d y}{d x} =\sec^2(\cos(x^3) \sin(x^3)) 3x^2 $,,,2021-03-29 03:42:42+00,1,2021-04-03 16:50:45+00,64,5,2,1
1221,2162,"",4,3,Differentiate $y=x^2 \sin(x)$.,Basic,$\dfrac{d y}{d x} =2x \sin(x)+ x^2 \cos(x) $,$\dfrac{d y}{d x} =2x y \sin(x)+ x^2 \cos(x) $,$\dfrac{d y}{d x} =2x \cos(x)+ x^2 \cos(x) $,$\dfrac{d y}{d x} =2x \sin(x)- x^2 \cos(x) $,,,2021-03-29 03:48:01+00,1,2021-04-13 05:02:06+00,38,2,4,1
1222,2162,"",4,3,Find the derivative of $y=\log_2(x^5)$.,Basic,$\dfrac{d y}{d x} =\dfrac{5}{x \ln(2)}$,$\dfrac{d y}{d x} =\dfrac{5}{x \log_2 (x)} $,$\dfrac{d y}{d x} =\dfrac{5}{x \ln(10)}$,$\dfrac{d y}{d x} =\dfrac{1}{x \ln (2)}$,,,2021-03-29 03:49:44+00,1,2021-04-13 05:00:33+00,38,5,2,1
1223,2162,"",4,3,Differentiate $y=\log_4(x^3 + 4x^2)$.,Basic,$\dfrac{d y}{d x} =\dfrac{3x+8}{(x^2+4x) \ln(4)}$, $\dfrac{d y}{d x} =\dfrac{3x+8}{(x+4) \ln(4)}$,$\dfrac{d y}{d x} =\dfrac{3x+8}{x\ln(4)}$ ,$\dfrac{d y}{d x} =\dfrac{3x+8}{x (x+3) \ln(4)}$,,,2021-03-29 03:51:20+00,1,2021-04-13 04:58:38+00,38,5,2,1
1224,2162,"",4,3,Find the derivative of $y=x^3 \ln(x)$.,Basic,$\dfrac{d y}{d x} =x^2 (3 \ln(x) +1)$,$\dfrac{d y}{d x} =x^3 (3 \ln(x) +1)$,$\dfrac{d y}{d x} =x^3 (2\ln(x) +1)$,$\dfrac{d y}{d x} =x^2 (3 \ln(x) +x)$,,,2021-03-29 03:53:25+00,1,2021-04-13 04:47:17+00,38,3,3,1
1225,2162,"",4,3,Find the first and second derivative of $y=\ln (x^2-5x)$.,Basic,"$y'=\dfrac{2x-5}{x^2-5x},  y''=\dfrac{10x-2x^2-25}{x^4-10x^3+25x^2}$","$y'=\dfrac{2x-5}{x^2-5x},  y''=\dfrac{10x+2x^2-10}{x^4-10x^3+25x^3}$","$y'=\dfrac{2x-5}{x^2-5x},  y''=\dfrac{10x-2x^2-25x^3}{x^4-10x^3+25x^2}$","$y'=\dfrac{2x^2+5}{x^2-5x},  y''=\dfrac{10x-2x^2-10}{x^4-10x^3+25x^2}$",,,2021-03-29 03:55:32+00,1,2021-04-25 09:45:11+00,37,4,2,1
1226,2162,"",4,3,Find the derivative function of $y=e^{-x} \sin(3x)$.,Basic,$\dfrac{d y}{d x} =e^{-x} (3\cos(3x)-\sin(3x))$,$\dfrac{d y}{d x} =e^{x} (-3\cos(3x)-\sin(3x))$,$\dfrac{d y}{d x} =e^{-x} (3\cos(3x)+\sin(3x))$,$\dfrac{d y}{d x} =e^{-x} (3\cos(3x)-\cos(3x))$,,,2021-03-29 03:57:44+00,1,2021-04-13 04:44:54+00,38,5,2,1
1227,2162,"",4,3,Find the second derivative function of $y=\dfrac{1}{2}e^{x^2-3}$.,Basic,$y''=e^{x^2-3}(2x^2+1)$,$y''=e^{x^2-3}(2x^3+1)$,$y''=e^{x^2-3}(3x^2+1)$,$y''=e^{x^2}(2x^2+1)$,,,2021-03-29 03:59:25+00,1,2021-04-25 09:47:12+00,37,4,2,1
1228,2162,"",4,4,"Find the partial derivatives of the function $f(x,y)=\sin\left(\dfrac{x}{1+y}\right)$.",Basic,"$f_{x}(x,y)= \dfrac{1}{1+y} \cos\left(\dfrac{x}{1+y}\right) , f_{y}(x,y)=-\dfrac{x}{(1+y)^2}\cos\left(\dfrac{x}{1+y}\right)$","$f_{x}(x,y)=\dfrac{1}{1+y}\cos\left(\dfrac{x}{1+y}\right), f_{y}(x,y)=-\dfrac{x}{(1+y)}\cos\left(\dfrac{x}{1+y}\right)$","$f_{x}(x,y)=\dfrac{1}{1+y}\cos\left(\dfrac{x}{1+y^2}\right) , f_{y}(x,y)=-\dfrac{x}{(1+y)^2}\cos\left(\dfrac{x}{1+y}\right)$","$f_{x}(x,y)= \dfrac{1}{1+y}\sin\left(\dfrac{x}{1+y}\right), f_{y}(x,y)=-\dfrac{x}{(1+y)^2}\sin\left(\dfrac{x}{1+y}\right)$",,,2021-03-29 04:00:55+00,1,2021-04-13 04:41:57+00,38,2,5,1
1229,2162,"",4,4,"Find the partial derivatives of the function $z(x,y)=x^4 e^{y^5}$.",Basic,"$\dfrac{\partial z}{\partial x}(x,y)=4x^3 e^{y^5}, \dfrac{\partial z}{\partial y}(x,y)=5x^4y^4 e^{y^5} $","$\dfrac{\partial z}{\partial x}(x,y)=4x^5 e^{y^4}, \dfrac{\partial z}{\partial y}(x,y)=x^4 e^{y^5} y^4$","$\dfrac{\partial z}{\partial x}(x,y)=3x^3 e^{y^5}, \dfrac{\partial z}{\partial y}(x,y)=x^4 e^{y^5} 5y$","$\dfrac{\partial z}{\partial x}(x,y)=x^3 e^{y^5}, \dfrac{\partial z}{\partial y}(x,y)=x^4 e^{y} 5y^4$",,,2021-03-29 04:02:38+00,1,2021-04-13 04:41:35+00,38,2,5,1
1230,2162,"",4,4,Find the partial derivatives of the function $z=e^{x^2 y^3}$.,Basic,"$\dfrac{\partial z}{\partial x}=2x y^3 e^{x^2 y^3}, \dfrac{\partial z}{\partial y}=3x^2 y^2 e^{x^2 y^3}$","$\dfrac{\partial z}{\partial x}=2x y^3 e^{x y^3}, \dfrac{\partial z}{\partial y}=3x^2 y^2 e^{x^2 y^3}$","$\dfrac{\partial z}{\partial x}=2x y^2 e^{x^2 y^3}, \dfrac{\partial z}{\partial y}=3x^2 y^2 e^{x y}$","$\dfrac{\partial z}{\partial x}=x y^3 e^{x^2 y^3}, \dfrac{\partial z}{\partial y}=x^2 y^2 e^{x^2 y^3}$",,,2021-03-29 04:04:38+00,1,2021-04-03 16:55:02+00,64,2,5,1
1231,2162,"",4,4,Find the partial derivatives of the function $z=\ln \left(\dfrac{x^2}{y}\right)$.,Basic,"$\dfrac{\partial z}{\partial x}=\dfrac{2}{x}, \dfrac{\partial z}{\partial y}=-\dfrac{1}{y}$","$\dfrac{\partial z}{\partial x}=\dfrac{2}{x}, \dfrac{\partial z}{\partial y}=\dfrac{1}{y}$","$\dfrac{\partial z}{\partial x}=\dfrac{1}{x}, \dfrac{\partial z}{\partial y}=-\dfrac{1}{y}$ ","$\dfrac{\partial z}{\partial x}=\dfrac{2}{xy}, \dfrac{\partial z}{\partial y}=-\dfrac{x}{y}$",,,2021-03-29 04:06:19+00,1,2021-04-25 09:49:59+00,37,2,5,1
1232,2162,"",4,4,Find the partial derivatives of the function $z=\sin(x^3 y^5)$.,Basic,"$\dfrac{\partial z}{\partial x}=3x^2 y^5 \cos(x^3 y^5), \dfrac{\partial z}{\partial y}=5x^3 y^4 \cos(x^3 y^5)$","$\dfrac{\partial z}{\partial x}=4x^3 y^5 \cos(x^3 y^5), \dfrac{\partial z}{\partial y}=4x^3 y^4 \cos(x^3 y^5)$","$\dfrac{\partial z}{\partial x}=-3x^2 y^5 \cos(x^3 y^5), \dfrac{\partial z}{\partial y}=5x^3 y^4 \sin(x^3 y^5)$ ","$\dfrac{\partial z}{\partial x}=-3x^3 y^5 \cos(x^3 y^5), \dfrac{\partial z}{\partial y}=-5x^3 y^4 \cos(x^3 y^5)$",,,2021-03-29 04:08:49+00,1,2021-04-11 10:59:47+00,37,2,5,1
1874,50,"",7,2,"Simplify 
 
$\frac{(y^3)(y^{\frac{1}{5}})}{y^\frac{1}{2}}$",Advanced,$y^\frac{27}{10}$,$y^\frac{33}{10}$,$y^2$,$y^\frac{64}{10}$,,,2019-10-17 11:12:34+00,1,2020-05-08 18:06:57+00,37,3,2,
1233,2162,"",4,4,"Find the partial derivative $\dfrac{\partial^3 f}{\partial x \partial y \partial z}$ of the function $f(x,y,z)=x^3 y^4+z^2 x^3 y+4x^3 z^4$.",Basic,$\dfrac{\partial^3 f}{\partial x \partial y \partial z}=6x^2 z$,$\dfrac{\partial^3 f}{\partial x \partial y \partial z}=2x^2 z$,$\dfrac{\partial^3 f}{\partial x \partial y \partial z}=6x^2 y^3 z$ ,$\dfrac{\partial^3 f}{\partial x \partial y \partial z}=6x^2 y^3 z^2$,,,2021-03-29 04:10:10+00,1,2021-04-11 12:57:13+00,37,1,3,1
1234,2162,"",15,41,"Calculate the ${\underset{(x,y) \to (2,2)}{\lim}} \dfrac{x^2-y^2}{x-y}$.",Basic,$4$.,$2$.,The limit does not exist.,$0$.,,,2021-03-29 04:11:54+00,1,2021-04-11 12:01:38+00,37,2,3,1
1235,2162,"",15,41,"Calculate the ${\underset{(x,y) \to (0,0)}{\lim}} \dfrac{x^2 y^2}{x^4+y^4}$.",Basic,The limit does not exist.,$2$.,$\infty$.,$0$.,,,2021-03-29 04:13:35+00,1,2021-04-11 12:01:18+00,37,3,4,1
1236,2162,"",15,41,"Calculate the limit ${\underset{(x,y) \to (0,0) }{\lim}} \dfrac{x^2+y^2}{\sqrt{x^2+y^2+4}-2}$.",Basic,$4$.,$2$.,$+\infty$.,$0$.,,,2021-03-29 04:20:20+00,1,2021-04-11 12:00:59+00,37,3,4,1
1237,2162,"",15,41,"Calculate the ${\underset{(x,y) \to (0,0)}{\lim}} \dfrac{x^2}{x^2+y^2}$.",Basic,The limit does not exist.,$2$.,$\infty$.,$0$.,,,2021-03-29 04:21:48+00,1,2021-04-11 12:00:36+00,37,2,3,1
1238,2162,"",3,37,"Calculate $\displaystyle {\underset{x \to 0}{\lim}}\ \dfrac{x^2 \cos(x)}{x+1}$.
",Basic,$0$.,$2$.,$\infty$.,The limit does not exist.,,,2021-04-27 10:26:54+00,1,2021-04-30 14:08:45+00,37,1,1,1
1239,2162,"",3,37,Calculate the limit ${\underset{\theta \to \frac{\pi}{2}}{\lim}}\ \dfrac{\cos(\theta)+1}{\sin(\theta)}$.,Basic,$1$ .,$2$.,$\infty$.,The limit does not exist.,,,2021-04-27 10:28:34+00,1,2021-04-30 14:09:24+00,37,1,1,1
1240,2162,"",3,37,Find ${\underset{x \to 0}{\lim}}\tan(5x)$,Basic,$0$.,$1$.,$\infty$.,The limit does not exist.,,,2021-04-27 10:30:09+00,1,2021-04-30 14:11:12+00,37,1,1,1
1241,2162,"",3,37,"Calculate the limit ${\underset{x \to 0}{\lim}} \dfrac{\sin(2x)}{x}$.
 ",Basic,$2$.,$1$.,$0$.,The limit does not exist.,,,2021-04-27 10:31:40+00,1,2021-04-30 14:13:12+00,37,2,1,1
1242,2162,"",3,37,Calculate the limit ${\underset{x \to \infty}{\lim}}\ \dfrac{5x+2}{7x-x^2}$.,Basic,$0$.,$1$.,$\infty$.,The limit does not exist.,,,2021-04-27 10:32:54+00,1,2021-04-30 14:15:54+00,37,2,1,1
1243,2162,"",3,37,Calculate ${\underset{x \to \infty}{\lim}}\ \dfrac{8x^2-5x}{4x^2+7}$.,Basic,$2$.,$0$.,$\infty$.,$-\infty$.,,,2021-04-27 10:34:13+00,1,2021-04-30 15:57:02+00,37,2,1,1
