id,id_lect,title,author,type,description,link,languages,file_name,file_ext,date,validate,validate_date,validate_by,clicks
501,67,Product Rule Part 2,Dr Rita Scully,1,"The product rule is a formal rule for differentiating problems where one function is multiplied by another. Remember the rule in the following way. Each time, differentiate a different function in the product and add the two terms together.",7-nq5i_A5u0,key_1_,,,2020-06-17 13:25:57+00,1,2020-10-29 10:00:51+00,38,0
502,67,Quotient Rule,Aisling Lynch,1,"In calculus, the quotient rule is a method of finding the derivative of a function that is the ratio of two differentiable functions.",uKfcS7-O6UE,key_1_,,,2020-06-17 13:28:19+00,1,2020-10-29 10:06:55+00,38,0
503,67,Partial Differentiation,Dr Patrick Walsh,1,"In mathematics, the rules of partial differentiation follow exactly the same logic as univariate differentiation.  The only difference is that we have to decide how to treat the other variable.",ksEv1inQPJU,key_1_,,,2020-06-17 13:31:22+00,1,2020-12-21 08:25:50+00,38,0
504,67,Derivative of the product (with trigonometric functions),Dr Rita Scully,1,"This video is on the topic Differentiation, specifically the Product Rule. It envolves trigonometric functions in differentiation and includes two worked examples.",k9SWL9GYyHk,key_1_,,,2020-06-18 03:12:26+00,1,2020-11-15 16:50:56+00,64,0
505,67,Manipulation of Algebraic Expressions 1,Roz Whelan,1,This video looks at manipulation of algebraic expressions and equations. These contain indices and are to be multiplied. A worked example is shown.,elGqWMGeNa0,key_1_,,,2020-06-18 03:27:55+00,1,2020-06-22 05:54:32+00,38,0
506,67,Manipulation of algebraic expressions:  solving equations envolving exponentials,Siobhan Curtin,1,"In this video for the topic Manipulation of Algebraic Expressions, we look at solving exponential equations and consider some worked examples.",6eVhRWmGoNc,key_1_,,,2020-06-18 07:22:03+00,2,2021-12-27 08:00:25+00,37,0
507,67,Manipulation of Algebraic Expressions 3: Simplifying Algebraic Expressions,Dr Siobhan Curtin,1,"This video looks at simplifying algebraic expressions, working from basic rules through worked examples.",W32z6ScN-zU,key_1_,,,2020-06-18 08:03:53+00,1,2020-10-11 12:42:58+00,38,0
508,67,Manipulation of Algebraic Expressions: Logarithmic Equations,Dr Siobhan Curtin,1,"In this video we look at Manipulation of Algebraic Expressions, in particular logarithmic equations, with some basic rules and some worked examples.",nH-Ax0rIpc8,key_1_,,,2020-06-18 09:02:43+00,1,2020-11-15 17:01:16+00,64,0
509,127,Example solving for the eigenvalues of a 2x2 matrix,Sal Khan,1,This video teaches how to calculate the eigenvalues of a 2x2 matrix using the determinant and the characteristic polynomial. This method can be applied to matrices with other dimensions.,pZ6mMVEE89g,key_1_,,,2020-06-18 16:09:44+00,2,2020-06-30 12:11:23+00,38,0
510,127,Eigenvalues of a 3x3 matrix,Sal Khan,1,This video teaches how to calculate the eigenvalues ​​of a 3x3 matrix using the determinant and the characteristic polynomial. This method can be applied to matrices with other dimensions. It also teaches you how to calculate the roots of a third-degree polynomial.,11dNghWC4HI,key_1_,,,2020-06-18 16:25:28+00,2,2020-06-30 12:11:43+00,38,0
540,38,Integration by substitution,IPB,1,An example about the substitution technique to solve an integral is presented.,BMUYs5sIrZU,key_1_,,,2020-11-24 09:07:29+00,1,2020-12-01 15:27:06+00,37,0
511,127,Finding eigenvectors and eigenspaces example,Sal Khan,1,The video teaches how to calculate the eigenvectors associated with eigenvalues of a 2x2 matrix. The eigenvectors are not unique. The set of all eigenvectors associated with an eigenvalue form the so-called eigenspace. ,3-xfmbdzkqc,key_1_,,,2020-06-18 17:05:52+00,2,2020-06-30 12:12:22+00,38,0
512,127,Find Eigenvalues of 3x3 Matrix,Jay,1,The video teaches how to calculate the eigenvalues of a 3x3 matrix using the determinant and the characteristic polynomial. The characteristic determinant is calculated through the development of Laplace.,j2B_vcp3tUQ,key_1_,,,2020-06-18 17:16:21+00,2,2020-06-30 12:12:44+00,38,0
513,127,Eigenvectors and Eigenvalues,TheTrevTutor,1,The video teaches how to calculate the eigenvalues and eigenvectors of a matrix. And it shows that the eigenvalues of a diagonal matrix are equal to the diagonal itself.,ihscX_B1BoA,key_1_,,,2020-06-18 17:29:35+00,2,2020-06-30 12:12:59+00,38,0
514,78,Complex Numbers,Khan Academy,1,Basics of complex numbers,kpywdu1afas,key_1_,,,2020-06-21 18:18:06+00,2,2020-06-30 12:13:30+00,38,0
515,78,Complex Numbers,"
The Organic Chemistry Tutor",1,"Complex Numbers In Polar Form De Moivre's Theorem, Products, Quotients, Powers, and nth Roots",1Eu66E_MoQ8,key_1_,,,2020-06-21 18:22:44+00,2,2020-06-30 12:13:46+00,38,0
516,78,Complex numbers: Solving equations,The Bright Side Of Mathematics,1,Solving equations with complex numbers,7w0mdxbisbo,key_1_,,,2020-06-21 18:26:21+00,2,2020-06-30 12:14:02+00,38,0
517,78,"Complex conjugates, Imaginary and complex numbers",Khan Academy,1,"Complex numbers, complex conjugates, Imaginary and real parts of complex numbers",BZxZ_eEuJBM,key_1_,,,2020-06-21 18:29:54+00,2,2020-06-30 12:14:15+00,38,0
518,78,Introduction to Locus of Complex Numbers,"
MasterWuMathematics",1,"The video introduces the concept of the locus of complex numbers and sketch the loci for the following examples:
- Re(z) is greater than -2
- Im(z) is greater than or equal to -1
- Im(z) is between -1 and +2
- Re(z) + Im(z) is less than or equal to 4
- Re(z) + Im(z) is equal to 4",KeYfQ8Em9BU,key_1_,,,2020-06-21 18:37:48+00,2,2020-06-30 12:14:29+00,38,0
519,78,Sketching the locus of a complex number in Argand plane,Mathew Mathew,1,Examples of loci of complex numbers in Argand plane,AqtgBbEI4wM,key_1_,,,2020-06-21 18:41:08+00,2,2020-06-30 12:14:42+00,38,0
520,61,The local extrema of a real function of several variables,“Gheorghe Asachi” Technical University Iasi,1,Finding local extrema of a real function depending by three variables.,TRJtYmgvWic,key_1_,,,2020-06-25 01:24:43+00,1,2020-11-14 15:14:23+00,37,0
521,61,The local extrema of a real function of several variables,“Gheorghe Asachi” Technical University Iasi,1,The determination of local extrema of a real function depending by two variables.,0PuMSNfFoKU,key_1_,,,2020-06-25 02:33:53+00,1,2020-11-15 13:50:17+00,37,0
522,61,Continuity of a real function of several variables,“Gheorghe Asachi” Technical University Iasi,1,Study of continuity of a real function depending by two variables.,G4P1Lb3Lzts,key_1_,,,2020-06-25 02:39:03+00,1,2020-10-26 10:15:11+00,38,0
523,61,Separate variables differential equation,“Gheorghe Asachi” Technical University Iasi,1,Solving of a separate variables differential equation.,yz6rrl6pIC0,key_1_,,,2020-06-25 02:42:01+00,1,2020-10-24 04:47:13+00,38,0
524,61,Linear Differential equation,“Gheorghe Asachi” Technical University Iasi,1,A linear differential equation is solved.,xjII4Vuy9es,key_1_,,,2020-06-25 02:45:25+00,1,2020-10-24 05:09:21+00,38,0
525,61,Limits of real functions depending by several variables,“Gheorghe Asachi” Technical University Iasi,1,The limit of a real function depending by two variables is determined. ,KA21xLe5jjY,key_1_,,,2020-06-25 02:46:38+00,1,2021-04-06 10:35:49+00,38,0
526,61,Limits of functions of several variables,“Gheorghe Asachi” Technical University Iasi,1,It is presented the evaluation of a limit of a function depending by two variables.,cAFpQJ647uI,key_1_,,,2020-06-25 02:47:46+00,1,2021-04-06 10:55:31+00,38,0
527,61,Homogeneous Differential equation,“Gheorghe Asachi” Technical University Iasi,1,Homogeneous Differential equation,Zm68iSAd4eQ,key_1_,,,2020-06-25 02:48:40+00,1,2021-03-31 03:38:40+00,38,0
528,61,Differential equation,“Gheorghe Asachi” Technical University Iasi,1,Differential equation,Vy_aq8CRqT8,key_1_,,,2020-06-25 02:49:36+00,1,2020-10-24 04:53:16+00,38,0
529,61,Differential equation with separate variables,“Gheorghe Asachi” Technical University Iasi,1,Solving a differential equation with separate variables,xwkR1oRVWRI,key_1_,,,2020-06-25 02:51:01+00,1,2020-10-24 04:58:20+00,38,0
530,75,Dijkstra's Algorithm,Patrick JTM,1,"How to find the shortest path between to vertices with the Dijstra's Algorithm,",eFZCPlZCyIM,key_1_,,,2020-07-17 03:57:13+00,2,2020-10-24 05:15:09+00,38,0
531,52,"Determinant, its Properties and Elementary Row Operations",Kristina Sutiene,1,This video demonstrates how the value of the determinant is affected by the elementary row operations,FdyLYhAkCMI,key_1_,,,2020-08-31 10:07:41+00,1,2020-10-26 09:59:39+00,38,0
532,52,Linear Independence of Matrix Rows,Kristina Sutiene,1,"This video demonstrates how to determine whether matrix rows are linearly dependent or not
",tVQQ7YBkzQ4,key_1_,,,2020-08-31 10:12:33+00,1,2020-10-24 04:38:17+00,38,0
533,52,Matrix polynomial,Kristina Sutiene,1,"This video demonstrates how to determine the value of matrix polynomial
",wSxKJUJloJw,key_1_,,,2020-08-31 10:16:09+00,1,2020-10-24 04:40:38+00,38,1
534,52,Some useful properties of determinant,Kristina Sutiene,1,"This video summarizes the most interesting and useful determinant's properties
",Lv-dteLPNDc,key_1_,,,2020-08-31 10:19:09+00,1,2020-10-27 10:29:19+00,38,0
535,407,Statistics - outlier detection,Kaunas University of Technology,1,The video explains how to identify outliers in a data sample using the interquartile range (IQR),nxK68ABjAJc,key_1_,,,2020-10-30 05:26:39+00,1,2020-11-15 15:22:30+00,37,0
536,407,Statistics - Stem and leaf diagram vs histogram,KTU,1,"The video explains how to visualise the data distribution, using the stem and leaf diagram or the histogram",9P27VrdiyIM,key_1_,,,2020-10-30 05:41:17+00,1,2020-12-20 15:40:14+00,37,0
537,407,Statistics - Hypothesis testing,Kaunas University of Technology,1,An explanation of the general idea of the statistical hypothesis testing (the test of significance),33BSMSP_14w,key_1_,,,2020-10-30 05:53:11+00,1,2020-12-20 15:43:27+00,37,0
538,407,Chi-square test for independence of two factors,Kaunas University of Technology,1,An explanation how to use the chi-square test for independence of two factors (for categorical data),OwZ19je8Gpg,key_1_,,,2020-10-30 06:01:37+00,1,2020-12-20 15:45:55+00,37,0
541,38,Integration of simple functions - 4 exercises solved,IPB,1,4 exercises are solved using direct integration rules,4x8t8ze-0O8,key_1_,,,2020-11-24 09:47:13+00,1,2020-12-01 15:27:15+00,37,1
542,38,Integration of constant functions and power functions - exercises,IPB,1,Some exercises are performed about the integration of constant and power functions,gyfDSkGrYuo,key_1_,,,2020-11-24 10:51:28+00,1,2020-12-01 15:27:27+00,37,0
543,38,How to integrate definite integrals?,IPB,1,"Definite integrals; the fundamental theorem of calculus and two examples envolving a log function and a polynomial function.
",HOHhvt2ovfM,key_1_,,,2020-12-09 16:57:27+00,1,2020-12-20 15:10:57+00,64,0
544,38,Definite integrals and trig functions,IPB,1,An exercise about the definite integral of a trigonometric function (tan) is solved.,OBZnEvoRuW0,key_1_,,,2020-12-10 11:54:16+00,1,2020-12-20 15:13:16+00,64,0
545,38,Definite integral of a rational function (part I),IPB,1,"In this video lesson the integration of a rational function is deepened.
Long division is explained and partial fractions with linear factors and quadratic factors are shown.",BEivNvR6_EU,key_1_,,,2020-12-13 09:54:42+00,1,2020-12-20 15:16:05+00,64,1
546,38,Definite integral of a rational function - example (Part II),IPB,1,In this video an example of a definite integral of a rational function is solved.,JB961uV015E,key_1_,,,2020-12-13 10:18:11+00,1,2020-12-20 15:19:39+00,64,1
547,38,Definite integrals envolving trigonometric functions,IPB,1,"In this video lesson, an exercise about definite integrals with trigonometric functions (tangent and secant) is solved.",_EFIgUfKwLo,key_1_,,,2020-12-16 15:34:24+00,1,2020-12-20 15:21:44+00,64,0
548,61,The local extrema of a real function  of several variables,Prof. Marcel Roman from ”Gheorghe Asachi” Technical University of Iasi,1,The local extrema of a real function  of several variables,LVLuqNH5iWw,key_1_,,,2020-12-17 06:21:35+00,1,2020-12-21 13:28:48+00,37,0
549,61,Local extrema of a function of several variables,”Gheorghe Asachi” Technical University of Iasi,1,Local extrema of a function of several variables,b_lOlENC6b0,key_1_,,,2020-12-17 06:27:31+00,1,2021-04-01 09:31:50+00,38,0
550,67,Manipulation of Algebraic Expressions 2,Roz Whelan,1,"In this video, Roz looks at two further worked examples of manipulating algebraic expressions. The examples reinforce the basic rules:  the equality in an equation must be maintained and whatever is done on the left hand side must be done also on the right hand side of the equation.
",3JlG7byky6I,key_1_,,,2020-12-20 05:22:56+00,1,2020-12-20 15:09:32+00,64,0
551,67,Differentiation: The Chain Rule,Dr Rita Scully,1,In this video Dr Rita Scully discusses the Chain Rule in Differentiation and when it is used. She gives some worked examples.,0CakTVEl7sc,key_1_,,,2021-02-18 04:05:50+00,2,2021-12-27 08:00:32+00,37,0
552,74,Solving an Assignment Problem in Solver: Linear Programming,Clara Vaz,1,"It shows how to solve an assignment linear programming model in Solver Add-in in Excel. It finds the optimum assignment of multiple tasks to multiple workers, minimizing the total time spent.",AUPSiwosY7s,key_1_,,,2021-04-19 02:00:44+00,1,2021-04-19 03:44:16+00,38,0
553,74,Solving a Linear Programming Model using Graphical Method in GeoGebra,Clara Vaz,1,It shows how to solve a linear programming model using the graphical method in GeoGebra.,eLS5tjcl8S4,key_1_,,,2021-04-19 02:05:21+00,1,2021-04-19 03:45:14+00,38,0
554,74,Solving a transportation problem in Solver: Linear Programming,Clara Vaz,1,It shows how to solve a transportation linear programming model in Solver Add-in in Excel. It finds the optimum distribution from multiple suppliers to multiples plants for a single product.,0xkNbIg1s6o,key_1_,,,2021-04-19 02:09:13+00,1,2021-04-19 03:48:09+00,38,0
556,79,The Bayes Theorem,"Carla Cruz, Carla Soares Geraldes",1,In this video you will have a brief explanation of the Bayes’s Theorem.,6msTQQiUEG4,key_1_,,,2021-05-10 02:31:27+00,1,2021-05-11 18:48:45+00,38,1
557,79,Calculating a Conditional Probability,"Carla Cruz, Carla Soares Geraldes",1,In this video you will see an example of how to calculate a conditional probability applying the Bayes Theorem.,14rMRkUt9lI,key_1_,,,2021-05-10 02:35:11+00,1,2021-05-11 18:49:39+00,38,0
558,79,Mutually Exclusive and Independent Events,"Carla Cruz, Carla Soares Geraldes",1,In this video you will find an example about mutually exclusive and independent events.,Xet8CghVMVk,key_1_,,,2021-05-10 02:39:09+00,1,2021-05-11 18:50:08+00,38,0
559,79,Independence of Events,"Carla Cruz, Carla Soares Geraldes",1,In this video you will find how to verify the independence of events using a simple example.,_8erMCutasU,key_1_,,,2021-05-10 02:44:08+00,1,2021-05-11 18:50:43+00,38,0
560,79,Sample Space of a Random Experiment,"Carla Cruz, Carla Soares Geraldes",1,In this video you will learn how to define the sample space of a random experiment using a tree diagram. We will use the random experiment of tossing a coin three times to illustrate it.,2fqO4z34Qdg,key_1_,,,2021-05-10 02:53:42+00,1,2021-05-11 18:51:33+00,38,0
561,2417,Perfect shapes in higher dimensions,Me,1,I am presenting higher shapes seen in higher dimensions,2s4TqVAbfz4,key_1_,,,2021-07-23 07:04:27+00,2,2021-10-21 05:28:11+00,38,0
562,91,Centroid and other notable points of the triangle.,"Cristina Martins, Manuel Vara Pires, Marcela Seabra and Paula Maria Barros",1,"This video focuses on the concept of centroid or barycentre and other notable points of the triangle (circumcenter, orthocentre and incenter).",yrEPKZEGTaE,key_1_,,,2021-10-14 08:56:11+00,1,2021-10-21 05:32:16+00,38,0
563,91,How to find the surface area of a cylinder?,"Cristina Martins, Manuel Vara Pires, Marcela Seabra and Paula Maria Barros",1,This video focuses on the process of calculating the surface area of a cylinder. Integrates the formula for calculate the area and perimeter of a circle and the formula for calculate the rectangle area.,0ORG3p7ZEHo,key_1_,,,2021-10-14 09:15:42+00,1,2021-10-21 05:33:00+00,38,0
564,91,Sum of the amplitudes of the external angles of a polygon.,"Cristina Martins, Manuel Vara Pires, Marcela Seabra and Paula Maria Barros",1,This video describes how to calculate the sum of the external angles of a polygon and its calculation formula.,FlIeScXY15E,key_1_,,,2021-10-14 09:20:01+00,1,2021-10-21 05:33:26+00,38,0
565,91,Sum of the amplitudes of the internal angles of a regular polygon.,"Cristina Martins, Manuel Vara Pires, Marcela Seabra and Paula Maria Barros",1,This video describes the process of calculating the sum of the interior angles of a regular polygon and its calculation formula.,7NO_BBfxcBg,key_1_,,,2021-10-15 08:01:25+00,1,2021-10-21 05:31:44+00,38,0
589,2635,Linear Programming - word problem,HCCMathHelp,1,Learn how to transform word linear programming problem into numerical one.,YPn4yHM1YsU,key_1_,,,2022-01-29 09:17:39+00,1,,,0
566,91,Quadrilaterals – trapezoids: Diagonals,"Cristina Martins, Manuel Vara Pires, Marcela Seabra and Paula Maria Barros",1,This video characterizes the diagonals of Quadrilaterals – trapezoids specifically of the non-parallelogram trapezoids and the parallelogram trapezoids.,rEw-TC1Qo1A,key_1_,,,2021-10-15 08:58:15+00,1,2021-10-21 05:33:48+00,38,0
567,81,Intersection of two planes,Edite Martins Cordeiro,1,Let's talk about intersection of two planes in the three-dimensional space. For this we need to solve and interpret systems of linear equations.,GjbEtdT22WY,key_1_,,,2021-10-16 07:56:05+00,1,2021-10-21 05:35:39+00,38,0
568,81,Angle of two vectors,Edite Martins Cordeiro,1,With this video lesson you will remember the definition of the angle of two vectors and the process for their calculation. ,9jzAWFt_4v0,key_1_,,,2021-10-16 08:33:16+00,1,2021-10-21 05:37:43+00,38,0
569,81,Orthogonal projection and distance between points and lines,Edite Martins Cordeiro,1,With this video lesson you will recall the definition of the orthogonal projection of a point on a line and its importance in calculating the distance from that point to the line. ,ZbWhljVcXh0,key_4_,,,2021-10-16 08:40:23+00,1,2021-10-21 05:38:12+00,38,0
570,81,Mediatrix or perpendicular bisector,Edite Martins Cordeiro,1,"Let's define analytically, in the plane and in the three-dimensional space, the locus that is equidistant from two fixed points. ",bACSbfIHmfI,key_4_,,,2021-10-16 08:49:36+00,1,2021-10-21 05:38:39+00,38,0
571,81,Circumference and spherical surface ,Edite Martins Cordeiro,1,Let's talk about two special locus: Circumference and spherical surface,7E0IwnmE-L8,key_4_,,,2021-10-16 08:59:23+00,1,2021-10-21 05:49:40+00,38,0
572,81,Representations of linear transformations,"Edite Martins Cordeiro, Flora Silva, Paula Maria Barros",1,"With some examples, you will be able to understand that linear transformations are represented by matrices, which depend on certain basis. ",_ODZRv-EKuE,key_1_,,,2021-11-01 02:02:25+00,1,2021-12-26 15:42:31+00,37,0
573,81,Composition of linear applications and matrix product,"Edite Martins Cordeiro, Flora Silva, Paula Maria Barros",1,"In this video lesson, we remember the definition of the composition of two linear applications and its representation through the product of two matrices. ",GLQofrCHcOg,key_1_,,,2021-11-01 02:14:05+00,1,2021-12-26 15:50:06+00,37,0
574,81,Inverse of a linear operator and associated matrix,"Edite Martins Cordeiro, Flora Silva, Paula Maria Barros",1,"In this video lesson, we define the inverse of a linear operator T, where it exists. We evaluate its existence through the determinant of any matrix that represents T. ",3cfwQnucaDM,key_1_,,,2021-11-01 02:22:32+00,1,2021-12-26 16:13:32+00,37,0
575,81,Linearity of transformations,"Edite Martins Cordeiro, Flora Silva, Paula Maria Barros",1,"With some examples, you will be able to understand the properties of linearity of applications.",0u_EIsXI1Ss,key_1_,,,2021-11-01 02:30:40+00,1,2021-12-26 16:17:02+00,37,0
576,91,Do equal dimensions imply equal subspaces?,"Edite Martins Cordeiro, Flora Silva e Paula Maria Barros",1,Resolution of an exercise to check if subspaces (of the same vector space) with the same dimension are necessarily equals.,CF_4ZxJm71I,key_1_,,,2021-11-01 15:05:19+00,1,2021-12-27 03:48:12+00,37,0
577,91,Intersection of subspaces,"Edite Martins Cordeiro, Flora Silva e Paula Maria Barros",1,In this video it is shown how to calculate the intersection of two subspaces of IR^2.,CVpA8wzyl7Y,key_1_,,,2021-11-01 15:20:46+00,1,2021-12-27 03:50:35+00,37,0
578,91,Find λ: Span/not span and dependence/independence,"Edite Martins Cordeiro, Flora Silva e Paula Maria Barros",1,"Given a set of vectors with one parameter, it is analyzed for which values of that parameter the set generates IR ^ 3 and for which values it is linearly dependent.",jBG5b9jSJnE,key_1_,,,2021-11-01 15:28:18+00,1,2021-12-27 03:49:30+00,37,0
579,91,Linear dependence or linear independence,"Edite Martins Cordeiro, Flora Silva e Paula Maria Barros",1,"Given any linearly independent vectors, it is analyzed whether when certain operations are carried out involving these vectors (addition or multiplication by scalars) the resulting set of vectors is linearly dependent or independent.", https://youtu.be/gV0JKw5-Fcc,key_1_,,,2021-11-01 15:37:01+00,1,2021-12-26 16:53:05+00,37,0
580,81,Kernel and Range of a Linear Application,"Edite Cordeiro, Flora Silva, Paula maria Barros",1,In this video lesson we will specify the kernel and the range of a linear application and we present some examples.,qtG_YYJzDJw,key_1_,,,2021-12-03 11:19:11+00,1,2021-12-29 14:48:57+00,37,0
581,91,Subspace of diagonal matrices with trace null: what is its dimension?,"Edite Martins Cordeiro, Flora Silva e Paula Maria Barros",1,In this video it is shown how to determine the dimension of the subspace of diagonal matrices of order three whose trace is null., https://youtu.be/7dlKqCyvVQ4,key_1_,,,2021-12-05 14:38:37+00,1,2021-12-29 14:50:02+00,37,0
582,2635,Local extrema and saddle points,Krista King,1,"The following video lesson with 
Krista King gives you an examplo on how to solve a multi-variable equation in order to find local extrema or saddle points",odkaPgWPQGo,key_1_,,,2022-01-29 07:49:18+00,2,2023-02-17 08:40:16+00,64,0
583,2635,The 2nd partial derivative test,Khan Academy,1,"The 2nd partial derivative test is one way of finding out whether the critical points are a local minimum, local maximum or a saddle point, and in some some case inconclusive.",sJo7D74PAak,key_1_,,,2022-01-29 08:07:29+00,2,2023-02-17 08:40:02+00,64,0
584,2635,Problemas de Maximização/Minimização,Professor Metralha,1,"Segue-se o exemplo dum caso da vida real relacionado com os problemas de otimização. Neste exemplo, poderá ver como é feita a interpretação dos cálculos e e respetivos resultados para o contexto de vida real.",hEW-9y91gpY,key_4_,,,2022-01-29 08:34:34+00,2,2023-02-17 08:39:56+00,64,0
585,2635,Overview of Maxima & Minima," Er. Ridhi Arora, Tutorials Point India Private Limited",1,This in an overview of the concepts of maximum and minimum values of a given function.,HWTxK19GG5I,key_1_,,,2022-01-29 08:43:00+00,2,2023-02-17 08:39:50+00,64,0
586,2635,Overview of Maxima & Minima,"Er. Ridhi Arora, Tutorials Point India Private Limited",1,Optimisation - How the 1rst derivative test works?,CPq9ZJz00J4,key_1_,,,2022-01-29 08:48:37+00,2,2023-02-17 08:39:43+00,64,0
587,2635,Second Order Derivative Test,"Er. Ridhi Arora, Tutorials Point India Private Limited",1,Another numerical problem based on 2nd order derivative test. Note that is always better to follow  this test in order to solve questions of Minima and Maxima.,i7pkwT0YDFc,key_1_,,,2022-01-29 08:56:41+00,2,2023-02-17 08:39:36+00,64,0
588,2635,Linear Programming - Formulation ,"
Don't Memorise",1,This is an introduction in order to understand how to formulate problems related with constrained optimisation,uJFiR0DG2Bw,key_1_,,,2022-01-29 09:09:02+00,1,,,0
590,2635,Linear Programming - problem formulation,U of Manitoba Level Up Math,1,"Another example on how to turn a word problem  into numerical optimisation problem, so that it will be possible to find the optimal solution to it.",C7o4hnZvEUE,key_1_,,,2022-01-29 09:29:35+00,1,,,0
591,2635,The Simplex Method and the Dual,patrickJMT,1,Watch this video lesson to learn how to use the simplex and dual methods on a minimisation problem example. ,8_D3gkrgeK8,key_1_,,,2022-01-29 09:39:43+00,1,,,0
592,2943,Triple integral over a box,CeDRI/IPB,1,Details about triple integration over o box and solving an exercise,Imuuvto9ejI,key_1_,,,2022-09-07 10:04:01+00,1,2023-02-17 08:39:22+00,64,0
593,2956,Geometric Sequences,Nerdstudy,1,"This video starts by saying what is the difference between an arithmetic sequence and a geometric sequence. 
It then presents the general term for geometric sequences which includes talking about the common ratio. 
At the end, there are 2 examples.",WSrQkot_pJ4,key_1_,,,2022-10-10 06:27:47+00,1,,,0
594,2956,How to Prove the Sum of an Arithmetic Progression,ExamSolutions,1,The formula for the sum of n successive terms in an arithmetic progression is explained in this video as one possible approach.,FLD5xrq0rvU,key_1_,,,2022-10-11 02:19:25+00,1,,,0
595,38,Triple integration over a generic region,Sofia Romanenko,1,Brief explanation about triple integration over a generic region and presentation of an exercise.,NR5w4NuVdmU,key_1_,,,2023-07-27 03:47:43+00,1,2023-07-27 03:55:45+00,38,0
596,38,Surface integral and parametrization,Sofia Romanenko,1,Brief description of how to solve a surface integral and one exercise solution.,W9g7orB47sY,key_1_,,,2023-07-27 05:53:50+00,1,2023-07-27 05:57:49+00,38,0
597,38,Divergence theorem,Sofia Romanenko,1,Assessing the flux over o closed surface using the divergence theorem,VR_SFQGiDmo,key_1_,,,2023-07-27 06:15:06+00,1,2023-07-27 06:25:20+00,38,0
598,37,What is Symmetry?,Don't Memorise,2,"In this video, the author presents a way to check geometrically if a figure presents reflection symmetry and analyses the number of symmetry axes of various geometric figures.",MtqtIiJsfiE,key_1_,,,2019-10-13 17:05:15+00,0,,,0
599,41,Relative and Cumulative Frequency Distributions,The Organic Chemistry Tutor,2,Explanation of finding the frequency and relative frequency of the sample values.,gq3FPpm2yvA,key_1_,,,2019-10-26 06:51:39+00,1,2019-11-23 16:46:21+00,37,0
600,43,Elimination method,NancyPi,2,Solve a system of linear equations by using the elimination method: in this lesson a system of 2 linear equations in 2 variables is treated,XOJgzW4P7T8,key_1_,,,2019-10-31 05:00:28+00,1,2019-11-23 03:43:04+00,61,0
601,43,Substitution method,NancyPi,2,This lesson is devoted to the solution of linear systems via the substitution method: in this video the case of linear systems of 2 equations in 2 variables is treated,YriMMWbndn0,key_1_,,,2019-10-31 06:08:06+00,1,2019-11-23 03:42:51+00,61,0
602,43,Gauss method,Jeffrey Chesnov,2,This lesson shows how to use the Gauss method (or pivot method) to solve a linear system of equations: the case of a linear system of 3 equations in 3 variables is considered.,RgnWMBpQPXk,key_1_,,,2019-10-31 06:21:45+00,1,2019-11-23 03:43:17+00,61,0
604,43,Linear system with parameters,MathsStatsUNSW,2,This video lesson is about how to discuss the existence and the number of solutions of a linear system depending on one parameter.,_fOZRD2i2Jc,key_1_,,,2019-10-31 06:36:48+00,1,2019-11-23 03:43:36+00,61,0
605,43,Solutions of a linear system using Rouché-Capelli,Elia Bombardelli,2,"This video shows how to solve a linear system, and how to discuss the existence and the number of solutions of a linear system, by using the Rouché-Capelli Theorem",oF5c7kTJed8,key_2_,,,2019-10-31 06:40:20+00,1,2019-11-23 03:43:29+00,61,0
607,26,s,s,2,s,mH-KS-f595Q,key_1_,,,2019-10-31 07:39:26+00,2,2019-11-23 16:49:35+00,37,0
608,81,Vector cross products,Mathispower4u,2,"This video explains how to determine the cross product to two vectors, how to verify two vectors are orthogonal, and how to determine the angle between two vectors.",A8SFkakUA_g,key_1_,,,2019-11-04 02:55:46+00,1,2019-12-10 07:48:56+00,38,0
609,81,"Inner product, euclidean norm",ANS ACADEMY,2,This video specifies the relationship between  inner product and the Euclidean distance. ,kYvNq-W4DZ4,key_1_,,,2019-11-04 03:04:52+00,2,2020-11-15 10:58:18+00,37,0
610,81,Equations of a straight line in space,Neha Agrawal,2,This video presents graphical and analytical representations for calculating the distance between skew lines. ,YWiapEzQ56g,key_1_,,,2019-11-04 03:40:42+00,1,2019-12-10 08:28:27+00,38,0
611,81,Determining the Distance Between a Line and a Point,Mathispower4u,2,This video presents a geometric meaning of the formula for calculating the distance between a Line and a point. ,TByHieZN4vw,key_1_,,,2019-11-04 04:04:31+00,1,2019-12-11 06:50:40+00,38,0
614,38,Notation for iterated integrals,Lorenzo Sadun,2,The notation for an iterated integral tells you how to do the integral.  Integrating $dx dy$ means first integrating over $x$ and then over $y$.,4o_ndRN1pBw,key_1_,,,2019-11-08 08:40:49+00,1,2019-11-23 16:51:02+00,37,0
615,38,Converting iterated integrals to polar coordinates,Krista King,2,Learn how to convert iterated integrals from cartesian coordinates to polar coordinates.,DK_sRINAXMs,key_1_,,,2019-11-08 10:08:43+00,1,2019-11-23 16:51:28+00,37,1
616,38,Double Integral to calculate Volume,Maths with Jay,2,"Example using cartesian coordinates (x, y) to calculate a volume from a double integral.",mBybsO9lnWU,key_1_,,,2019-11-08 10:17:09+00,1,2019-11-23 16:51:43+00,37,0
